Publication Number,Priority Date,Inventor - w/address,Assignee - Original w/address
WO2003047606A3,2001-12-05 | 2002-12-05,"GOULMY Elsa Afra Julia Maria,NL","ACADEMISCH ZIEKENHUIS LEIDEN,NL"
WO2007084001A2,2006-01-19 | 2007-01-19,"FIBBE Willem Eduard,NL | VAN PEL Melissa,NL","ACADEMISCH ZIEKENHUIS LEIDEN,NL | FIBBE Willem Eduard,NL | VAN PEL Melissa,NL"
WO2007084001A3,2006-01-19 | 2007-01-19,"FIBBE Willem Eduard,NL | VAN PEL Melissa,NL","ACADEMISCH ZIEKENHUIS LEIDEN,NL | FIBBE Willem Eduard,NL | VAN PEL Melissa,NL"
WO2003047606A2,2001-12-05 | 2002-12-05,"GOULMY Elsa Afra Julia Maria,NL","ACADEMISCH ZIEKENHUIS LEIDEN,NL | GOULMY Elsa Afra Julia Maria,NL"
WO2007123402A3,2006-04-20 | 2007-04-20,"'T HOEN Peter Abraham Christiaan,NL | STERRENBERG Petronella Johanna Elisabeth,NL | DEN DUNNEN Johannes Theodorus,NL | VAN OMMEN Garrit-Jan Boudewijn,NL","ACADEMISCH ZIEKENHUIS LEIDEN,NL | 'T HOEN Peter Abraham Christiaan,NL | STERRENBERG Petronella Johanna Elisabeth,NL | DEN DUNNEN Johannes Theodorus,NL | VAN OMMEN Garrit-Jan Boudewijn,NL"
WO2007123402A2,2006-04-20 | 2007-04-20,"'T HOEN Peter Abraham Christiaan,NL | STERRENBERG Petronella Johanna Elisabeth,NL | DEN DUNNEN Johannes Theodorus,NL | VAN OMMEN Garrit-Jan Boudewijn,NL","ACADEMISCH ZIEKENHUIS LEIDEN,NL | 'T HOEN Peter Abraham Christiaan,NL | STERRENBERG Petronella Johanna Elisabeth,NL | DEN DUNNEN Johannes Theodorus,NL | VAN OMMEN Garrit-Jan Boudewijn,NL"
WO2007123391A1,2006-04-20,"'T HOEN Peter Abraham Christiaan,NL | STERRENBURG Petronella J. E.,NL | DEN DUNNEN Johannes Theodorus,NL | VAN OMMEN Garrit-Jan Boudewijn,NL","ACADEMISCH ZIEKENHUIS LEIDEN,NL | 'T HOEN Peter Abraham Christiaan,NL | STERRENBURG Petronella J. E.,NL | DEN DUNNEN Johannes Theodorus,NL | VAN OMMEN Garrit-Jan Boudewijn,NL"
WO2009061191A1,2007-11-06 | 2008-11-06,"WALTENBERGER Johannes Ludwig,DE | CZEPLUCH Frauke Stefanie,BE | EGGERMAN Juliane,DE","ACADEMISCH ZIEKENHUIS MAASTRICHT,NL | UNIVERSITAT ULM,DE | WALTENBERGER Johannes Ludwig,DE | CZEPLUCH Frauke Stefanie,BE | EGGERMAN Juliane,DE"
WO2007047489A2,2005-10-18 | 2006-10-16,"BRANN Mark,US | SCHIFFER Hans,US","ACADIA PHARMACEUTICALS INC.,US"
WO2009105723A2,2008-02-22 | 2009-02-20,"O'CONNOR James Patrick,US","ACCELALOX INC.,US | O'CONNOR James Patrick,US"
WO2009105723A3,2008-02-22 | 2009-02-20,"O'CONNOR James Patrick,US","ACCELALOX INC.,US | O'CONNOR James Patrick,US"
WO2006002387A3,2004-06-24 | 2005-06-24,"KNOPF John,US | SEEHRA Jasbir,US","ACCELERON PHARMA INC.,US"
WO2006002387A2,2004-06-24 | 2005-06-24,"KNOPF John,US | SEEHRA Jasbir,US","ACCELERON PHARMA INC.,US"
WO2009067690A2,2007-11-21 | 2008-03-19 | 2008-08-13 | 2008-09-10 | 2008-09-11 | 2008-10-16 | 2008-11-21,"O'DONNELL Francis E.,US | SANTOS Carlos,US","ACCENTIA BIOPHARMACEUTICALS INC.,US | O'DONNELL Francis E.,US | SANTOS Carlos,US"
WO2009067690A3,2007-11-21 | 2008-03-19 | 2008-08-13 | 2008-09-10 | 2008-09-11 | 2008-10-16 | 2008-11-21,"O'DONNELL Francis E.,US | SANTOS Carlos,US","ACCENTIA BIOPHARMACEUTICALS INC.,US | O'DONNELL Francis E.,US | SANTOS Carlos,US"
WO2009067699A3,2007-11-21 | 2008-03-19 | 2008-08-13 | 2008-09-10 | 2008-09-11 | 2008-10-16 | 2008-11-21,"O'DONNELL Francis E.,US | SANTOS Carlos,US","ACCENTIA BIOPHARMACEUTICALS INC.,US | O'DONNELL Francis E.,US | SANTOS Carlos,US"
WO2009067699A2,2007-11-21 | 2008-03-19 | 2008-08-13 | 2008-09-10 | 2008-09-11 | 2008-10-16 | 2008-11-21,"O'DONNELL Francis E.,US | SANTOS Carlos,US","ACCENTIA BIOPHARMACEUTICALS INC.,US | O'DONNELL Francis E.,US | SANTOS Carlos,US"
WO2003052080A3,2001-12-18 | 2002-12-18,"LEVANDUSKI Mike,US","ACCEPTYS INC.,US"
WO2003052080A2,2001-12-18 | 2002-12-18,"LEVANDUSKI Mike,US","ACCEPTYS INC.,US | LEVANDUSKI Mike,US"
WO2009137440A1,2008-05-05 | 2008-09-11 | 2009-05-05,"WANG Xiaobo,US | ABASSI Yama,US | XI Biao,US | ZHANG Wen Fu,US | XU Xiao,US","ACEA BIOSCIENCES INC.,US | WANG Xiaobo,US | ABASSI Yama,US | XI Biao,US | ZHANG Wen Fu,US | XU Xiao,US"
WO2004080501A1,2003-03-07 | 2004-03-04,"BADYLAK Stephen F.,US","ACELL INC.,US"
WO2004080175A2,2003-03-07 | 2004-03-04,"BADYLAK Stephen F.,US","ACELL INC.,US | BADYLAK Stephen F.,US"
WO2000049141A2,1998-06-08 | 2000-02-17,"CHEN Hai Xing,CA","ACGT CORPORATION,CA"
WO2008060521A1,2006-11-14 | 2007-11-14,"SIMON Eric M.,US","ACME BIOSYSTEMS LLC,US | SIMON Eric M.,US"
WO2008091632A2,2007-01-22 | 2007-05-24 | 2007-08-30 | 2008-01-22,"MIDDLETON-HARDIE Catherine,US | LAZAROV Mirella,US | ROSEN David,US","ACOLOGIX INC.,US | MIDDLETON-HARDIE Catherine,US | LAZAROV Mirella,US | ROSEN David,US"
WO2008091632A3,2007-01-22 | 2007-05-24 | 2007-08-30 | 2008-01-22,"MIDDLETON-HARDIE Catherine,US | LAZAROV Mirella,US | ROSEN David,US","ACOLOGIX INC.,US | MIDDLETON-HARDIE Catherine,US | LAZAROV Mirella,US | ROSEN David,US"
WO1996032959A1,1995-04-19 | 1995-06-07 | 1996-04-19,SCHACHNER Melitta,ACORDA THERAPEUTICS
WO2001076592A1,2000-04-06 | 2001-04-06,"NEUBERGER Timothy James,US | HERZBERG Uri,US | MALLON Veronica,US","ACORDA THERAPEUTICS INC.,US"
WO2001035737A1,1999-11-16 | 2000-11-10,"LEMKE Horst-Dieter,DE | JONULEIT Tarja,DE | HEFNER Margot,DE | V�LKER Helmut,DE | MEYER Christoph,DE","ACORDIS INDUSTRIAL FIBERS GMBH,DE"
WO2006100633A1,2005-03-23 | 2006-03-20,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | VELKER J�rg,FR | WELLER Thomas,CH","ACTELION PHARMACEUTICALS LTD,CH"
WO2006100631A1,2005-03-23 | 2006-03-20,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | VELKER J�rg,FR | WELLER Thomas,CH","ACTELION PHARMACEUTICALS LTD,CH"
WO2006100635A2,2005-03-23 | 2006-03-20,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | VELKER J�rg,FR | WELLER Thomas,CH","ACTELION PHARMACEUTICALS LTD,CH"
WO2006137019A1,2005-06-24 | 2006-06-20,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH"
WO2008029370A1,2006-09-08 | 2007-09-06,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2007086001A2,2006-01-24 | 2007-01-23,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2008029371A1,2006-09-07 | 2007-09-06,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2007060626A1,2005-11-23 | 2006-11-22,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2008029306A2,2006-09-07 | 2007-07-10,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2008029306A3,2006-09-07 | 2007-07-10,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2007080542A1,2006-01-11 | 2007-01-10,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2008035239A1,2006-09-21 | 2007-07-10,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2007086001A3,2006-01-24 | 2007-01-23,"BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LEHMANN David,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2009109906A1,2008-03-06 | 2009-03-03,"BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH"
WO2009109907A1,2008-03-06 | 2009-03-03,"BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH"
WO2009109904A1,2008-03-07 | 2009-03-03,"BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH"
WO2009074950A2,2007-12-10 | 2008-12-09,"BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH"
WO2009057079A2,2007-11-01 | 2008-10-31,"BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH"
WO2009074950A3,2007-12-10 | 2008-12-09,"BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH"
WO2009109872A1,2008-03-07 | 2009-02-25,"BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH"
WO2009057079A3,2007-11-01 | 2008-10-31,"BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH"
WO2009024905A1,2007-08-17 | 2008-08-14,"BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | LESCOP Cyrille,FR | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2008114157A1,2007-03-16 | 2008-02-29,"BOLLI Martin,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR","ACTELION PHARMACEUTICALS LTD,CH | BOLLI Martin,CH | MATHYS Boris,CH | MUELLER Claus,DE | NAYLER Oliver,CH | STEINER Beat,CH | VELKER J�rg,FR"
WO2010046835A1,2008-10-20 | 2009-10-19,"BONHAM Nicholas,GB | BUCHMANN Stephan,CH | EBERLIN Alex,GB | IMBODEN Christoph,CH | VON RAUMER Markus,CH","ACTELION PHARMACEUTICALS LTD,CH | BONHAM Nicholas,GB | BUCHMANN Stephan,CH | EBERLIN Alex,GB | IMBODEN Christoph,CH | VON RAUMER Markus,CH"
WO2009115954A1,2008-03-17 | 2009-03-12,"BROSSARD Patrick,CH | DINGEMANSE Jasper,CH | NAYLER Oliver,CH | SCHERZ Michael,CH | STEINER Beat,CH","ACTELION PHARMACEUTICALS LTD,CH | BROSSARD Patrick,CH | DINGEMANSE Jasper,CH | NAYLER Oliver,CH | SCHERZ Michael,CH | STEINER Beat,CH"
WO1996007097A1,1994-08-31 | 1995-08-31,VAN VLASSELAER Peter,ACTIVATED CELL THERAPY INC. | VAN VLASSELAER Peter
WO1996006679A1,1994-08-31 | 1995-08-31,VAN VLASSELAER Peter,ACTIVATED CELL THERAPY INC. | VAN VLASSELAER Peter
WO1997003186A2,1995-07-12 | 1996-07-12,"PESHWA Madhusudan Vifwauth,US | VAN SCHOOTEN Willem Casper,US","ACTIVATED CELL THERAPY INC.,US"
WO1997021488A1,1995-12-11 | 1996-12-11,"VAN VLASSELAER Peter,US | PALATHUMPAT Varghese,US","ACTIVATED CELL THERAPY INC.,US"
WO2000075187A1,1999-06-03 | 2000-05-31,"GULLBERG Donald,SE","ACTIVE BIOTECH AB,SE"
WO1999020104A1,1997-10-22 | 1998-10-22,"ACTON Elizabeth,GB | MORRIS George John,GB","ACTON Elizabeth,GB | MORRIS George John,GB"
WO2006113647A2,2005-04-18 | 2006-04-18,"POZNANSKY Mark C.,US | GOODCHILD Traci T.,US | UNGS Mark T.,US | CHRONOS Nicholas A.F.,US | WEICH Nadine,US","ACTX INC.,US"
WO2006076416A2,2005-01-14 | 2005-05-18 | 2006-01-12,"XU Huakun,US | WEIR Michael D.,US","ADA FOUNDATION,US"
WO2006076416A3,2005-01-14 | 2005-05-18 | 2006-01-12,"XU Huakun,US | WEIR Michael D.,US","ADA FOUNDATION,US | XU Huakun,US | WEIR Michael D.,US"
WO2002095026A1,2001-05-17 | 2001-09-21,"ADACHI Mimi,JP | IKEDA Masaaki,JP","ADACHI Mimi,JP | IKEDA Masaaki,JP"
WO2008049161A1,2006-10-24 | 2007-10-24,"VASSILIEV Ivan,AU | NOTTLE Mark Brenton,AU","ADELAIDE RESEARCH & INNOVATION PTY LTD,AU | VASSILIEV Ivan,AU | NOTTLE Mark Brenton,AU"
WO2005097221A1,2004-03-26 | 2005-03-23,"BARROWS Thomas H.,US | COCHRAN Stephen A.,US | MARSHALL Bryan,US","ADERANS RESEARCH INSTITUTE INC.,US"
WO2007047707A1,2005-10-17 | 2006-10-17,"ZHENG Ying,US | DU Xiaobing,US | WASHENIK Kenneth Justin,US | STENN Kurt Stricker,US","ADERANS RESEARCH INSTITUTE INC.,US"
WO2007062386A2,2005-11-22 | 2006-11-22,"BARROWS Thomas H.,US | MACINTYRE Preeti,US | WASHENIK Kenneth Justin,US","ADERANS RESEARCH INSTITUTE INC.,US | BARROWS Thomas H.,US | MACINTYRE Preeti,US | WASHENIK Kenneth Justin,US"
WO2007062386A3,2005-11-22 | 2006-11-22,"BARROWS Thomas H.,US | MACINTYRE Preeti,US | WASHENIK Kenneth Justin,US","ADERANS RESEARCH INSTITUTE INC.,US | BARROWS Thomas H.,US | MACINTYRE Preeti,US | WASHENIK Kenneth Justin,US"
WO2007062387A2,2005-11-22 | 2006-11-22,"COCHRAN Stephen A.,US | MARSHALL Bryan,US | BARROWS Thomas H.,US | SU Yandong,US | SCHLICHER Robyn,US","ADERANS RESEARCH INSTITUTE INC.,US | COCHRAN Stephen A.,US | MARSHALL Bryan,US | BARROWS Thomas H.,US | SU Yandong,US | SCHLICHER Robyn,US"
WO2007062387B1,2005-11-22 | 2006-11-22,"COCHRAN Stephen A.,US | MARSHALL Bryan,US | BARROWS Thomas H.,US | SU Yandong,US | SCHLICHER Robyn,US","ADERANS RESEARCH INSTITUTE INC.,US | COCHRAN Stephen A.,US | MARSHALL Bryan,US | BARROWS Thomas H.,US | SU Yandong,US | SCHLICHER Robyn,US"
WO2007062387A3,2005-11-22 | 2006-11-22,"COCHRAN Stephen A.,US | MARSHALL Bryan,US | BARROWS Thomas H.,US | SU Yandong,US | SCHLICHER Robyn,US","ADERANS RESEARCH INSTITUTE INC.,US | COCHRAN Stephen A.,US | MARSHALL Bryan,US | BARROWS Thomas H.,US | SU Yandong,US | SCHLICHER Robyn,US"
WO2007092929A2,2006-02-09 | 2006-04-12 | 2006-05-26 | 2007-02-08,"PRUITT Terrell,US | COCHRAN Stephen A.,US | MARSHALL Bryan,US | SU Yandong,US | STENN Kurt Stricker,US | WASHENIK Kenneth Justin,US | DEPIANO John,US | PROKOP Gary F.,US | RATHGEBER Martin,US","ADERANS RESEARCH INSTITUTE INC.,US | PRUITT Terrell,US | COCHRAN Stephen A.,US | MARSHALL Bryan,US | SU Yandong,US | STENN Kurt Stricker,US | WASHENIK Kenneth Justin,US | DEPIANO John,US | PROKOP Gary F.,US | RATHGEBER Martin,US"
WO2007092929A3,2006-02-09 | 2006-04-12 | 2006-05-26 | 2007-02-08,"PRUITT Terrell,US | COCHRAN Stephen A.,US | MARSHALL Bryan,US | SU Yandong,US | STENN Kurt Stricker,US | WASHENIK Kenneth Justin,US | DEPIANO John,US | PROKOP Gary F.,US | RATHGEBER Martin,US","ADERANS RESEARCH INSTITUTE INC.,US | PRUITT Terrell,US | COCHRAN Stephen A.,US | MARSHALL Bryan,US | SU Yandong,US | STENN Kurt Stricker,US | WASHENIK Kenneth Justin,US | DEPIANO John,US | PROKOP Gary F.,US | RATHGEBER Martin,US"
WO1999016791A2,1997-09-29 | 1998-09-29,"BLASCHUCK Orest W.,CA | GOUR Barbara J.,CA","ADHEREX INC.,CA"
WO2000063246A2,1999-04-21 | 2000-04-21,"BLASCHUK Orest W.,CA | BYERS Stephen,US | GOUR Barbara J.,CA","ADHEREX TECHNOLOGIES INC.,CA | BLASCHUK Orest W.,CA | BYERS Stephen,US | GOUR Barbara J.,CA"
WO2004048411A2,2002-11-14 | 2003-11-14,"BLASCHUK Orest W.,CA | MICHAUD Stephanie D.,CA","ADHEREX TECHNOLOGIES INC.,CA | BLASCHUK Orest W.,CA | MICHAUD Stephanie D.,CA"
WO2004044000A2,2002-11-14 | 2003-11-14,"BLASCHUK Orest W.,CA | MICHAUD Stephanie Denise,CA","ADHEREX TECHNOLOGIES INC.,CA | BLASCHUK Orest W.,CA | MICHAUD Stephanie Denise,CA"
WO2001053331A2,2000-01-24 | 2001-01-24,"GOUR Barbara J.,CA | BLASCHUK Orest W.,CA | ALI Anmar,CA | NI Feng,CA | CHEN Zhigang,CA | MICHAUD Stephanie Denise,CA | WANG Shoameng,US | HU Zengjian,US","ADHEREX TECHNOLOGIES INC.,CA | GOUR Barbara J.,CA | BLASCHUK Orest W.,CA | ALI Anmar,CA | NI Feng,CA | CHEN Zhigang,CA | MICHAUD Stephanie Denise,CA | WANG Shoameng,US | HU Zengjian,US"
WO2010124585A1,2009-04-30 | 2010-04-22,"PASPALIARIS Bill,AU | THORNTON James F,PH","ADISTEM LTD,CN | PASPALIARIS Bill,AU | THORNTON James F,PH"
WO2005100401A2,2004-03-31 | 2005-03-31,"HOLLMANN Christiane,DE | ZIMMERMANN Silke,DE | STACHELHAUS Stefan,DE | ALBERT Winfried,DE","ADNAGEN AG,DE"
WO2005100401A3,2004-03-31 | 2005-03-31,"HOLLMANN Christiane,DE | ZIMMERMANN Silke,DE | STACHELHAUS Stefan,DE | ALBERT Winfried,DE","ADNAGEN AG,DE"
WO2009036968A1,2007-09-17 | 2008-05-09 | 2008-09-17,"HAUCH Siegfried,DE | ALBERT Winfried,DE","ADNAGEN AG,DE | HAUCH Siegfried,DE | ALBERT Winfried,DE"
WO2009036967A1,2007-09-17 | 2008-05-09 | 2008-09-17,"HAUCH Siegfried,DE | ALBERT Winfried,DE","ADNAGEN AG,DE | HAUCH Siegfried,DE | ALBERT Winfried,DE"
WO2006113407A2,2005-04-19 | 2006-04-13,"CLAUDE Charles,US | KWOK Connie,US | MICHAL Gene,US | QU Jihong,US | LIAO Sophia,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2007005180A2,2005-06-29 | 2006-06-06,"CONSIGNY Paul,US | ASONGWE Gabriel,US | MICHAELS Mary Beth,US | MICHAL Gene,US | MANDRUSOV Evgenia,US | LEE Jeong,US | LUDWIG Florian,US | HENCKEL John Eric,US | SCIACCA Joseph J.,US | BUECHE Ken,US | THORNTON Richard Todd,US | URRABAZO Fidel Albert,US | WIEGAND Daniel,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2007015739A2,2005-07-29 | 2006-07-13,"DESNOYER Jessica Renee,US | KLEINER Lothar Walter,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2006049913A1,2004-10-29 | 2005-10-21,"DESNOYER Jessica Renee,US | PACETTI Stephen Dirk,US | HOSSAINY Syed F.S.,US | KLEINER Lothar,US | TANG Yiwen,US | ZHANG Gina,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2006041676A1,2004-10-06 | 2005-09-28,"DESNOYER Jessica Renee,US | PACETTI Stephen Dirk,US | KLEINER Lothar,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2006049855A1,2004-10-27 | 2005-10-18,"DESNOYER Jessica Renee,US | PACETTI Stephen Dirk,US | NAYAK Vidya,US | KLEINER Lothar,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2006058122A2,2004-11-29 | 2005-11-21,"HOSSAINY Syed F. A.,US | PACETTI Stephen D.,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2006058122A3,2004-11-29 | 2005-11-21,"HOSSAINY Syed F. A.,US | PACETTI Stephen D.,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2006071860A1,2004-12-27 | 2005-12-22,"HOSSAINY Syed Faiyaz Ahmed,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2007053716A2,2005-10-31 | 2006-10-31,"LUDWIG Florian Niklas,US | HOSSAINY Syed Falyaz Ahmed,GB | EL NOUNOU Fozan,US | SHARKAWY A. Adam,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2007008408A2,2005-07-08 | 2006-06-26,"PACETTI Stephen Dirk,US | HOSSAINY Syed Faiyaz Ahmed,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US"
WO2006113407A3,2005-04-19 | 2006-04-13,"CLAUDE Charles,US | KWOK Connie,US | MICHAL Gene,US | QU Jihong,US | LIAO Sophia,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US | CLAUDE Charles,US | KWOK Connie,US | MICHAL Gene,US | QU Jihong,US | LIAO Sophia,US"
WO2007015739A3,2005-07-29 | 2006-07-13,"DESNOYER Jessica Renee,US | KLEINER Lothar Walter,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US | DESNOYER Jessica Renee,US | KLEINER Lothar Walter,US"
WO2007070630A3,2005-12-16 | 2006-12-13,"HOSSAINY Syed Faiyaz Ahmed,US | LUDWIG Florian Niklas,US | GALE David C.,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US | HOSSAINY Syed Faiyaz Ahmed,US | LUDWIG Florian Niklas,US | GALE David C.,US"
WO2007070630A2,2005-12-16 | 2006-12-13,"HOSSAINY Syed Faiyaz Ahmed,US | LUDWIG Florian Niklas,US | GALE David C.,US","ADVANCED CARDIOVASCULAR SYSTEMS INC.,US | HOSSAINY Syed Faiyaz Ahmed,US | LUDWIG Florian Niklas,US | GALE David C.,US"
