id,Publication Number,Title,PriorityNumber,Priority Date,INPADOC Family ID,Inventor - w/address,INPADOC Family Members,Citing Patents,Cited Refs - Patent,Assignee - Original w/address,Priority Country,url,text
486,WO2009021704A1,REPAIR OF LESIONS IN CARTILAGE AND BONE USING A CHONDRO-REGULATIVE MATRIX ,EP2007405236A | WO2008EP6601A,2007,20090219AU2008286357A1,"SHINTANI Nahoko,CH",AU2008286357A1 | CA2696177A1 | EP2175869A1 | JP2010535602A_ | WO2009021704A1,,,"SHINTANI Nahoko,CH",EP,http://www.google.com/patents?q=REPAIR+OF+LESIONS+IN+CARTILAGE+AND+BONE+USING+A+CHONDRO-REGULATIVE+MATRIX+&btnG=Search+Patents,0
488,WO2002022839A2,INTERNAL RIBOSOME ENTRY SITES (IRES) OF ERRANTIVIRUSES AND USES THEREOF ,EP2000402553A | WO2001IB2084A,2000,20020321WO2002022839A2,"MEIGNIN Carine,FR | VAURY Chantal,FR",AU200215499A_ | WO2002022839A2 | WO2002022839A3,EP1887083A1,WO1996001324A2 | WO1999029844A2,"INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),FR | MEIGNIN Carine,FR | VAURY Chantal,FR",EP | IB,http://www.google.com/patents?q=INTERNAL+RIBOSOME+ENTRY+SITES+(IRES)+OF+ERRANTIVIRUSES+AND+USES+THEREOF+&btnG=Search+Patents,0
504,WO2007091078A3,"POLYPEPTIDE CONJUGATE COMPRISING HLA-G AND USES THEREOF, STEM CELLS TRANSFECTED WITH HLA-G ",GB20062688A | GB20065180A | WO2007GB448A,2006,20060322GB200602688D0,"WALSH James,GB",GB200602688D0 | GB200605180D0 | WO2007091078A2 | WO2007091078A3,,WO1997006241A1,"AXORDIA LIMITED,GB | WALSH James,GB",GB,"http://www.google.com/patents?q=POLYPEPTIDE+CONJUGATE+COMPRISING+HLA-G+AND+USES+THEREOF,+STEM+CELLS+TRANSFECTED+WITH+HLA-G+&btnG=Search+Patents",0
538,WO1999015684A8,EXPRESSION OF GENES IN HEMATOPOIETIC STEM CELLS IN HISCHAEMIC CONDITIONS ,GB199720216A | GB199720465A | WO1998GB2885A,1997,19971126GB199720216D0,LEWIS CLAIRE | BINLEY KATIE MARY | BEBBINGTON CHRIS | NAYLOR STUART,AT299189T_ | AT420963T_ | AU199891756A_ | AU199893562A_ | AU199962130A_ | AU747609B2 | AU750110B2 | CA2303663A1 | CA2304259A1 | CA2343324A1 | CN1203183C_ | CN1279723A_ | CN1303442A_ | CN1319139A_ | DE69830798D1 | DE69830798T2 | DE69940318D1 | EP1017837A1 | EP1017837B1 | EP1017838A2 | EP1115877A1 | EP1115877B1 | GB199720216D0 | GB199720465D0 | GB199901906D0 | GB199903538D0 | GB200006992D0 | GB200006993D0 | GB200105483D0 | GB2344592A_ | GB2344592B_ | GB2345063A_ | GB2345063B_ | GB2358020A_ | IL134,,WO1993002556A1 | WO1995006120A1 | WO1995021927A2 | WO1995029704A1 | WO1996020276A1 | WO1998015294A1,,GB,http://www.google.com/patents?q=EXPRESSION+OF+GENES+IN+HEMATOPOIETIC+STEM+CELLS+IN+HISCHAEMIC+CONDITIONS+&btnG=Search+Patents,0
548,WO2005077336A1,"COMPOSITION AND FORMULATION OF COLLOIDAL SYSTEM COMPRISING BIOCOMPATIBLE AQUEOUS-SOLUBLE POLYMER, AND PREPARATION METHOD THEREOF ",KR20049337A | WO2005KR378A,2004,20050818KR2005081092A_,"CHUNG Hesson,KR | JEONG Seo Young,KR | KWON Ick Chan,KR | LEE Soo Yeon,KR | ROH Kyung Ho,KR",KR2005081092A_ | WO2005077336A1,EP1980240A1 | WO2007086651A1 | WO2008127679A1 | WO2007140510A1,US5151272A | WO1999006043A1 | WO2001064164A2,"KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KR",KR,"http://www.google.com/patents?q=COMPOSITION+AND+FORMULATION+OF+COLLOIDAL+SYSTEM+COMPRISING+BIOCOMPATIBLE+AQUEOUS-SOLUBLE+POLYMER,+AND+PREPARATION+METHOD+THEREOF+&btnG=Search+Patents",0
549,WO2010017551A3,METHOD FOR MIR-125A IN PROMOTING HEMATOPOIETIC STEM CELL SELF RENEWAL AND EXPANSION ,US200887237P | WO2009US53290A,2008,20100211WO2010017551A2,"SCADDEN David,US | GUO Shangqin,US | LU Jun,US",WO2010017551A2 | WO2010017551A3,,US20080050722A1,"THE GENERAL HOSPITAL CORPORATION,US | MASSACHUSETTS INSTITUTE OF TECHNOLOGY,US | SCADDEN David,US | GUO Shangqin,US | LU Jun,US",US,http://www.google.com/patents?q=METHOD+FOR+MIR-125A+IN+PROMOTING+HEMATOPOIETIC+STEM+CELL+SELF+RENEWAL+AND+EXPANSION+&btnG=Search+Patents,0
556,WO2010075301A1,COMPOSITIONS COMPRISING DECITABINE AND TETRAHYDROURIDINE AND USES THEREOF ,US2008139710P | US2009158937P | WO2009US69035A,2008,20100701WO2010075301A1,"DESIMONE Joseph,US | SAUNTHARARAJAH Yogen,US",WO2010075301A1,,US20030077297A1 | US20060074046A1 | US20080057086A1 | US4894364A,"BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,US | DESIMONE Joseph,US | SAUNTHARARAJAH Yogen,US",US,http://www.google.com/patents?q=COMPOSITIONS+COMPRISING+DECITABINE+AND+TETRAHYDROURIDINE+AND+USES+THEREOF+&btnG=Search+Patents,0
557,WO2008128983A1,CYANO-GUANIDINE DERIVATIVES AS GLUTAMINYL CYCLASE INHIBITORS ,US2007912528P | WO2008EP54712A,2007,20081030US20080267912A1,"BUCHHOLZ Mirko,DE | HEISER Ulrich,DE | HOFFMANN Torsten,DE | BÖHME Livia,DE",CA2662664A1 | CN101723123A_ | EP2160380A1 | EP2177447A1 | JP2010524895A_ | KR2010042578A_ | US20080267912A1 | US20100096398A1 | WO2008128983A1 | WO2010044908A1,,WO1998050344A1 | WO2004098591A2 | WO2005075436A2,"PROBIODRUG AG,DE | BUCHHOLZ Mirko,DE | HEISER Ulrich,DE | HOFFMANN Torsten,DE | BÖHME Livia,DE",US | EP,http://www.google.com/patents?q=CYANO-GUANIDINE+DERIVATIVES+AS+GLUTAMINYL+CYCLASE+INHIBITORS+&btnG=Search+Patents,0
561,WO2008088456A3,"METHODS, COMPOSITIONS AND DEVICES FOR TREATING LEASIONED SITES USING BIOABSORBABLE CARRIERS ",US2006614047A | WO2007US24304A,2006,20071108US20070258903A1,"KLEINER Lothar W.,US | HOSSAINY Syed,US | ASTAFIEVA Irina,US | PACETTI Stephen,US | GLAUSER Thierry,US | DESNOYER Jessica,US | LUDWIG Florian N.,US",EP2032183A2 | JP2009539475A_ | US20070258903A1 | US20070259101A1 | US20080051335A1 | US20100222872A1 | US20110027188A1 | WO2007133382A2 | WO2007133382A3 | WO2007145961A2 | WO2007145961A3 | WO2008088456A2 | WO2008088456A3,,EP1721625A2 | US20050209680A1 | WO2005053766A1 | WO2007024552A1 | WO2007133382A2 | WO2008024131A2,"ABBOTT CARDIOVASCULAR SYSTEMS INC.,US | KLEINER Lothar W.,US | HOSSAINY Syed,US | ASTAFIEVA Irina,US | PACETTI Stephen,US | GLAUSER Thierry,US | DESNOYER Jessica,US | LUDWIG Florian N.,US",US,"http://www.google.com/patents?q=METHODS,+COMPOSITIONS+AND+DEVICES+FOR+TREATING+LEASIONED+SITES+USING+BIOABSORBABLE+CARRIERS+&btnG=Search+Patents",0
595,WO2010028087A2,NANOPARTICLE-STEM CELL CONJUGATES FOR POST-INFARCTION TREATMENT ,US200893701P | WO2009US55784A,2008,20100304US20100057037A1,"HENG Boon Chin Alexis,US | BASU Shubhayu,US | COWAN Catherine M.,US | DAVALIAN Dariush,US | STANKUS John,US | DUONG Duc H.,US",US20100057037A1 | US20100057050A1 | WO2010028087A2 | WO2010028087A3 | WO2010028090A2 | WO2010028090A3,,US20070129792A1 | WO2006122147A2 | WO2007108775A1,"ABBOTT CARDIOVASCULAR SYSTEMS INC.,US | HENG Boon Chin Alexis,US | BASU Shubhayu,US | COWAN Catherine M.,US | DAVALIAN Dariush,US | STANKUS John,US | DUONG Duc H.,US",US,http://www.google.com/patents?q=NANOPARTICLE-STEM+CELL+CONJUGATES+FOR+POST-INFARCTION+TREATMENT+&btnG=Search+Patents,0
597,WO1996004389A1,RTK/CYTOKINE RECEPTOR CHIMERAS ,US1994285990A | WO1995US9952A,1994,19951208IL114825D0,STAHL Neil | FARRUGGELLA Thomas | YANCOPOULOS George D.,AU199532393A_ | IL114825D0 | WO1996004389A1 | ZA199506545A_,EP1115876B1 | WO1998002558A2 | WO1998039418A1 | WO2000018932A2,WO1993010151A1,REGENERON PHARMACEUTICALS INC.,US,http://www.google.com/patents?q=RTK/CYTOKINE+RECEPTOR+CHIMERAS+&btnG=Search+Patents,0
600,WO2010082798A2,"COMPOSITION CONTAINING EXTRACTS OF FUSCOPORIA OBLIQUA, GANODERMA LUCIDUM AND PHELLINUS LINTEUS FOR PROMOTING THE PROLIFERATION OF HEMATOPOIETIC STEM CELLS ",KR20094151A | WO2010KR310A,2009,20100722WO2010082798A2,"BAE Hyung Suk,KR | KANG Sung Keun,KR | SHIN Il Seob,KR | WOO Sang Kyu,KR | KIM Yun Jung,KR | KIM Mi Ae,KR | RA Jeong Chan,KR",KR2010084812A_ | WO2010082798A2 | WO2010082798A3,,JP2007106760A | KR521813B1 | US7135183B1,"RNL BIO CO. LTD,KR | BAE Hyung Suk,KR | KANG Sung Keun,KR | SHIN Il Seob,KR | WOO Sang Kyu,KR | KIM Yun Jung,KR | KIM Mi Ae,KR | RA Jeong Chan,KR",KR,"http://www.google.com/patents?q=COMPOSITION+CONTAINING+EXTRACTS+OF+FUSCOPORIA+OBLIQUA,+GANODERMA+LUCIDUM+AND+PHELLINUS+LINTEUS+FOR+PROMOTING+THE+PROLIFERATION+OF+HEMATOPOIETIC+STEM+CELLS+&btnG=Search+Patents",0
617,WO2003098221A1,DIAGNOSTIC AND THERAPEUTIC USE OF ENSADIN-0255 GENE AND PROTEIN FOR NEURODEGENERATIVE DISEASES ,EP20029862A | US2002376847P | WO2003EP4507A,2002,20031127WO2003098221A1,"VON DER KAMMER Heinz,DE | POHLNER Johannes,DE | HANES Jozef,DE | HIPFEL Rainer,DE",AU2003222849A1 | EP1499897A1 | WO2003098221A1,AU2005258061B2 | AU2005258061C1 | US7625714B2 | US7838288B2 | WO2006002161A2 | US7879565B2 | US7691592B2 | AU2005258061B9,EP1188839A1 | WO2002022867A2,"EVOTEC NEUROSCIENCES GMBH,DE",EP | US,http://www.google.com/patents?q=DIAGNOSTIC+AND+THERAPEUTIC+USE+OF+ENSADIN-0255+GENE+AND+PROTEIN+FOR+NEURODEGENERATIVE+DISEASES+&btnG=Search+Patents,0
628,WO2010051639A1,"USE OF MIR-126 FOR ENHANCING HEMATOPOIETIC STEM CELL ENGRAFTMENT, FOR ISOLATING HEMATOPOIETIC STEM CELLS, AND FOR TREATING AND MONITORING THE TREATMENT OF ACUTE MYELOID LEUKEMIA ",US2008112971P | WO2009CA1612A,2008,20100514WO2010051639A1,"DICK John,CA | LECHMAN Eric,CA | HOPE Kristin,CA | HIRAMATSU Hidefumi,CA",WO2010051639A1,,WO2008073915A2 | WO2008094545A2 | WO2009108866A2,"UNIVERSITY HEALTH NETWORK,CA | DICK John,CA | LECHMAN Eric,CA | HOPE Kristin,CA | HIRAMATSU Hidefumi,CA",US | CA,"http://www.google.com/patents?q=USE+OF+MIR-126+FOR+ENHANCING+HEMATOPOIETIC+STEM+CELL+ENGRAFTMENT,+FOR+ISOLATING+HEMATOPOIETIC+STEM+CELLS,+AND+FOR+TREATING+AND+MONITORING+THE+TREATMENT+OF+ACUTE+MYELOID+LEUKEMIA+&btnG=Search+Patents",0
634,WO2010134619A1,"METHOD FOR INDUCING DIFFERENTIATION OF ARTIFICIAL PLURIPOTENT STEM CELLS INTO EPITHELIAL PROGENITOR CELLS, STEM CELLS AND CORNEAL EPITHELIAL CELLS ",JP2009120053A | WO2010JP58689A,2009,20101125WO2010134619A1,"NISHIDA Kohji,JP | HAYASHI Ryuhei,JP | SAKURAI Miharu,JP | KAGEYAMA Tomofumi,JP | YAMANAKA Shinya,JP | OKITA Keisuke,JP",WO2010134619A1,,JP2000506374T | JP2008521818T | WO2002010349A1 | WO2009156398A1,"TOHOKU UNIVERSITY,JP | Kyoto University,JP | NISHIDA Kohji,JP | HAYASHI Ryuhei,JP | SAKURAI Miharu,JP | KAGEYAMA Tomofumi,JP | YAMANAKA Shinya,JP | OKITA Keisuke,JP",JP,"http://www.google.com/patents?q=METHOD+FOR+INDUCING+DIFFERENTIATION+OF+ARTIFICIAL+PLURIPOTENT+STEM+CELLS+INTO+EPITHELIAL+PROGENITOR+CELLS,+STEM+CELLS+AND+CORNEAL+EPITHELIAL+CELLS+&btnG=Search+Patents",0
637,WO2010015938A2,USE OF AGONISTS OF INTEGRIN ALPHA 5 FOR INDUCING THE OSTEOGENIC DIFFERENTIATION OF MESENCHYMAL STEM CELLS ,EP2008290752A | WO2009IB6826A,2008,20100211WO2010015938A2,"MARIE Pierre,FR | FROMIGUE Olivia,FR | HAMIDOUCHE Zahia,FR",WO2010015938A2 | WO2010015938A3,,,"INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),FR | UNIVERSITE PARIS DIDEROT - PARIS 7,FR | MARIE Pierre,FR | FROMIGUE Olivia,FR | HAMIDOUCHE Zahia,FR",EP | IB,http://www.google.com/patents?q=USE+OF+AGONISTS+OF+INTEGRIN+ALPHA+5+FOR+INDUCING+THE+OSTEOGENIC+DIFFERENTIATION+OF+MESENCHYMAL+STEM+CELLS+&btnG=Search+Patents,0
670,WO2002081664A3,"USE OF NUCLEOSIDES, NUCLEOBASES AND DERIVATIVES THEREOF FOR IMPROVED PRODUCTION OF ADULT STEM CELLS ",DE10117615A | WO2002DE1239A,2001,20021010DE10117615A1,"LANGEN Peter,DE | FICHTNER Iduna,DE",AU2002311077A1 | DE10117615A1 | WO2002081664A2 | WO2002081664A3,,DE4123520A1 | EP712629A1 | WO1998025618A1 | WO2000016753A2,"MAX-DELBRÜCK-CENTRUM FÜR MOLEKULARE MEDIZIN,DE",DE,"http://www.google.com/patents?q=USE+OF+NUCLEOSIDES,+NUCLEOBASES+AND+DERIVATIVES+THEREOF+FOR+IMPROVED+PRODUCTION+OF+ADULT+STEM+CELLS+&btnG=Search+Patents",0
673,WO2004064854A1,METHOD FOR ENHANCING LEARNING AND MEMORY BY SUPPRESSING THE ACTIVITY OF NCX2 PROTEIN ,KR20033247A | WO2003KR280A,2003,20040727KR2004066248A_,"SHIN Hee Sup,KR | JEON Daejong,KR | RHIM Hyewhon,KR | YANG Yu Mi,KR",AU2003211293A1 | KR2004066248A_ | WO2004064854A1,DE102007011913A1,KR2002089855A | US20020099075A1 | US2002099075A | US20030004324A1 | US2003004324A,"KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KR",KR,http://www.google.com/patents?q=METHOD+FOR+ENHANCING+LEARNING+AND+MEMORY+BY+SUPPRESSING+THE+ACTIVITY+OF+NCX2+PROTEIN+&btnG=Search+Patents,0
680,WO2004048979A1,DIAGNOSTIC AND THERAPEUTIC USE OF H-Rev107 PROTEIN FOR ALZHEIMER DISEASE ,EP200226506A | US2002429311P | WO2003EP12997A,2002,20040610WO2004048979A1,"VON DER KAMMER Heinz,DE | POHLNER Johannes,DE",AU2003288127A1 | EP1565751A1 | WO2004048979A1,,US6359123B1 | WO1997018476A1,"EVOTEC NEUROSCIENCES GMBH,DE",EP | US,http://www.google.com/patents?q=DIAGNOSTIC+AND+THERAPEUTIC+USE+OF+H-Rev107+PROTEIN+FOR+ALZHEIMER+DISEASE+&btnG=Search+Patents,0
706,WO2004038411A2,DIAGNOSTIC AND THERAPEUTIC USE OF ENSADIN-0289 GENE AND PROTEIN FOR NEURODEGENERATIVE DISEASES ,EP200223872A | US2002420737P | WO2003EP11747A,2002,20040506WO2004038411A2,"POHLNER Johannes,DE | VON DER KAMMER Heinz,DE | HIPFEL Rainer,DE",AU2003279312A1 | AU2003279312A8 | WO2004038411A2 | WO2004038411A3,,EP1074617A2,"EVOTEC NEUROSCIENCES GMBH,DE | POHLNER Johannes,DE | VON DER KAMMER Heinz,DE | HIPFEL Rainer,DE",EP | US,http://www.google.com/patents?q=DIAGNOSTIC+AND+THERAPEUTIC+USE+OF+ENSADIN-0289+GENE+AND+PROTEIN+FOR+NEURODEGENERATIVE+DISEASES+&btnG=Search+Patents,0
710,WO2010046876A1,Method for the Functional identification of SVZ-derived oligodendrocytes based on selective resuponse to thrombin and utilization thereof ,PT104456A | WO2009IB54679A,2008,20100429WO2010046876A1,"SOARES DE MORAIS GRADE Sofia Cristina,PT | OLIVEIRA MALVA João José,PT | INÁCIO BERNARDINO Liliana,PT | AGASSE Fabienne,PT",WO2010046876A1,,WO2001085797A1 | WO2007061805A2,"UNIVERSIDADE DE COIMBRA,PT | CENTRO DE NEUROCIÊNCIAS E BIOLOGIA CELULAR,PT | SOARES DE MORAIS GRADE Sofia Cristina,PT | OLIVEIRA MALVA João José,PT | INÁCIO BERNARDINO Liliana,PT | AGASSE Fabienne,PT",PT | IB,http://www.google.com/patents?q=Method+for+the+Functional+identification+of+SVZ-derived+oligodendrocytes+based+on+selective+resuponse+to+thrombin+and+utilization+thereof+&btnG=Search+Patents,0
720,WO2006112771A1,BILLES MAGNETIQUES ,SE2005870A | WO2006SE439A,2005,20061026WO2006112771A1,"ALTERMAN Mathias,SE | AXÉN Andreas,SE | GLAD Gunnar,SE | LINDSTRÖM Dag,SE | MEYER Ulrika,SE | NORRMAN Nils,SE | SÖDERMAN Tobias,SE",US20080152939A1 | WO2006112771A1,DE102008035771A1 | US7897257B2 | WO2007050017A1 | EP2207030A1,US4272510A | US4452773A | US5543289A | US5834121A | WO1983003426A1,"GE HEALTHCARE BIO SCIENCES AB,SE",SE,http://www.google.com/patents?q=BILLES+MAGNETIQUES+&btnG=Search+Patents,0
763,WO2008112891A2,MONOCLONAL ANTIBODY THAT RECOGNIZES A SENECA VALLEY VIRUS (SVV) CELLULAR RECEPTOR AND USES THEREOF ,US2007906735P | WO2008US56852A,2007,20080918WO2008112891A2,"HALLENBECK Paul,US | POLICE Seshidhar Reddy,US | HALES Laura M.,US | BURROUGHS Kevin,US",WO2008112891A2 | WO2008112891A3,,US20060159659A1,"NEOTROPIX INC.,US | HALLENBECK Paul,US | POLICE Seshidhar Reddy,US | HALES Laura M.,US | BURROUGHS Kevin,US",US,http://www.google.com/patents?q=MONOCLONAL+ANTIBODY+THAT+RECOGNIZES+A+SENECA+VALLEY+VIRUS+(SVV)+CELLULAR+RECEPTOR+AND+USES+THEREOF+&btnG=Search+Patents,0
774,WO2010005740A2,PROCÉDÉS POUR LA PRÉPARATION DE COPOLYMÈRES DIBLOCS FONCTIONNALISÉS AVEC UN AGENT DE CIBLAGE DESTINÉS À ÊTRE UTILISÉS DANS LA FABRICATION DE NANOPARTICULES CIBLÉES THÉRAPEUTIQUES ,US200861712P | WO2009US47554A,2008,20100114WO2010005740A2,"ALI Mir M.,US | HRKACH Jeff,US | ZALE Stephen E.,US",EP2285350A2 | US20100104645A1 | WO2010005740A2 | WO2010005740A3,,US20020197261A1 | US20050042298A1 | US20050266067A1,"BIND BIOSCIENCES INC.,US | ALI Mir M.,US | HRKACH Jeff,US | ZALE Stephen E.,US",US,http://www.google.com/patents?q=PROCÉDÉS+POUR+LA+PRÉPARATION+DE+COPOLYMÈRES+DIBLOCS+FONCTIONNALISÉS+AVEC+UN+AGENT+DE+CIBLAGE+DESTINÉS+À+ÊTRE+UTILISÉS+DANS+LA+FABRICATION+DE+NANOPARTICULES+CIBLÉES+THÉRAPEUTIQUES+&btnG=Search+Patents,0
821,WO2001038505A2,"SECRETED PROTEIN, ZALPHA37 ",US1999447998A | US2000505932A | WO2000US32073A,1999,20010531WO2001038505A2,"ADLER David A.,US | DONG Dennis L.,US | POWNDER Sarah,US | GAO Zeren,US | CONKLIN Darrell C.,US",AU200119256A_ | WO2001038505A2 | WO2001038505A3,WO2002002774A2 | WO2002002774A3,EP1067182A2 | WO2000012708A2,"ZYMOGENETICS INC.,US",US,"http://www.google.com/patents?q=SECRETED+PROTEIN,+ZALPHA37+&btnG=Search+Patents",0
822,WO2003047645A1,"SPONGE-LIKE POROUS APATITE-COLLAGEN COMPOSITE, SPONGE-LIKE SUPERPOROUS APATITE-COLLAGEN COMPOSITE AND PROCESS FOR PRODUCING THE SAME ",JP2001374469A | WO2002JP12782A,2001,20030612WO2003047645A1,"OKAZAKI Masayuki,JP | YOSHIDA Yasuhiro,JP",JP2003169845A_ | WO2003047645A1,US7732573B2 | WO2006046414A1 | WO2008026634A1,JP2000143219A | JP7275343A | JP8276003A | US6319712B1 | WO1997014376A1 | WO2000045871A1,"JAPAN SCIENCE AND TECHNOLOGY CORPORATION,JP",JP,"http://www.google.com/patents?q=SPONGE-LIKE+POROUS+APATITE-COLLAGEN+COMPOSITE,+SPONGE-LIKE+SUPERPOROUS+APATITE-COLLAGEN+COMPOSITE+AND+PROCESS+FOR+PRODUCING+THE+SAME+&btnG=Search+Patents",0
825,WO2000066714A2,SHIGA&#8211;LIKE TOXIN AS AN ENRICHING AND PURGING AGENT ,US1999132241P | WO2000US11927A,1999,20001109WO2000066714A2,"PILARSKI Linda M.,CA",AU200046917A_ | WO2000066714A2 | WO2000066714A3,,US5801145A | US5866115A | WO1995022349A1,"THE GOVERNORS OF THE UNIVERSITY OF ALBERTA,CA | PILARSKI Linda M.,CA",US,http://www.google.com/patents?q=SHIGA&#8211;LIKE+TOXIN+AS+AN+ENRICHING+AND+PURGING+AGENT+&btnG=Search+Patents,0
838,WO2010091051A3,UTILISATION THÉRAPEUTIQUE DE CELLULES PROGÉNITRICES ENDOTHÉLIALES SPÉCIALISÉES ,US2009149872P | WO2010US22996A,2009,20100812WO2010091051A2,"GROVE Robert I.,US | SMITH-STEINHART Christine,US | HYSLOP Paul A.,US",WO2010091051A2 | WO2010091051A3,,WO2008101100A2,"ENDGENITOR TECHNOLOGIES INC.,US | GROVE Robert I.,US | SMITH-STEINHART Christine,US | HYSLOP Paul A.,US",US,http://www.google.com/patents?q=UTILISATION+THÉRAPEUTIQUE+DE+CELLULES+PROGÉNITRICES+ENDOTHÉLIALES+SPÉCIALISÉES+&btnG=Search+Patents,0
844,WO2008020085A2,USE OF CHLORO- AND FLUOROMETHYL KETONE DERIVATIVES IN ANTI-VIRAL THERAPY ,DE102006039148A | WO2007EP58628A,2006,20080221DE102006039148A1,"SCHUBERT Ulrich,DE",DE102006039148A1 | WO2008020085A2 | WO2008020085A3,,US4636492A | WO2005087251A1,"VIROLOGIK GMBH,DE | SCHUBERT Ulrich,DE",DE | EP,http://www.google.com/patents?q=USE+OF+CHLORO-+AND+FLUOROMETHYL+KETONE+DERIVATIVES+IN+ANTI-VIRAL+THERAPY+&btnG=Search+Patents,0
845,WO2010130418A2,TREATMENT OF EYE DISEASES USING ENCAPSULATED CELLS ENCODING AND SECRETING A NEUROPROTECTIVE FACTOR AND/OR AN ANTI-ANGIOGENIC FACTOR ,EP20096411A | WO2010EP2899A,2009,20101117EP2251028A1,"JONAS Jost B.,DE | WALLRAPP Christine,DE | THOENES Eric,DE | GEIGLE Peter,DE | PANDA-JONAS Songhomitra,DE",EP2251028A1 | WO2010130418A2,,,"BIOCOMPATIBLES UK LTD.,GB | JONAS Jost B.,DE | WALLRAPP Christine,DE | THOENES Eric,DE | GEIGLE Peter,DE | PANDA-JONAS Songhomitra,DE",EP,http://www.google.com/patents?q=TREATMENT+OF+EYE+DISEASES+USING+ENCAPSULATED+CELLS+ENCODING+AND+SECRETING+A+NEUROPROTECTIVE+FACTOR+AND/OR+AN+ANTI-ANGIOGENIC+FACTOR+&btnG=Search+Patents,0
853,WO2009151600A2,SMAD PROTEINS CONTROL DROSHA-MEDIATED MIRNA MATURATION ,US200860460P | WO2009US3494A,2008,20091217WO2009151600A2,"HATA Akiko,US | DAVIS Brandi N.,US | LAGNA Giorgio,US",WO2009151600A2 | WO2009151600A3,,US20020146774A1 | US20030139366A1 | US6013522A | WO2005078096A2,"TUFTS UNIVERSITY,US | TUFTS MEDICAL CENTER INC.,US | HATA Akiko,US | DAVIS Brandi N.,US | LAGNA Giorgio,US",US,http://www.google.com/patents?q=SMAD+PROTEINS+CONTROL+DROSHA-MEDIATED+MIRNA+MATURATION+&btnG=Search+Patents,0
865,WO2006004951A3,POLY (ETHYLENE GLYCOL)-DIACRYLATE-(PEGDA)-CROSSLINKED HYDROGELS COMPRISING ADIPOGENIC MESENCHYMAL STEM CELLS ,US2004584657P | WO2005US23318A,2004,20060112AU2005260656A1,"MAO Jeremy,US",AU2005260656A1 | BR200512831A_ | CA2579755A1 | CN101084026A_ | EP1793874A2 | IL180437D0 | JP2008504933A_ | US20080274185A1 | WO2006004951A2 | WO2006004951A3,,WO2001082991A2 | WO2005025493A2 | WO2005033272A2,"THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,US",US,http://www.google.com/patents?q=POLY+(ETHYLENE+GLYCOL)-DIACRYLATE-(PEGDA)-CROSSLINKED+HYDROGELS+COMPRISING+ADIPOGENIC+MESENCHYMAL+STEM+CELLS+&btnG=Search+Patents,0
883,WO2007114549A1,"THERMOSENSITIVE POLYPHOSPHAZENE-BIOACTIVE MOLECULE CONJUGATES, PREPARATION METHOD THEROF AND USE THEREOF ",KR200630731A | KR2006107229A | WO2006KR4574A,2006,20070801KR100746962B1,"SONG Soo-Chang,KR | LEE Sun-Mi,KR | KIM Chang-Won,KR",CN101460198A_ | EP2001513A1 | JP2009532554A_ | KR746962B1 | US20090181088A1 | WO2007114549A1,,US20040219127A1 | US20050020808A1 | WO1995032736A1 | WO2004048431A2,"KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KR | SONG Soo-Chang,KR | LEE Sun-Mi,KR | KIM Chang-Won,KR",KR,"http://www.google.com/patents?q=THERMOSENSITIVE+POLYPHOSPHAZENE-BIOACTIVE+MOLECULE+CONJUGATES,+PREPARATION+METHOD+THEROF+AND+USE+THEREOF+&btnG=Search+Patents",0
895,WO2009158430A1,(6S)-5-METHYLTETRAHYDROFOLIC ACID FOR THERAPY OF TISSUE INJURY ,US200875650P | WO2009US48508A,2008,20091230WO2009158430A1,"ISKANDAR Bermans S.,US | HOGAN Kirk J.,US",WO2009158430A1,,US20020072509A1 | US20060217386A1 | US5059595A,"ISKANDAR Bermans S.,US | HOGAN Kirk J.,US",US,http://www.google.com/patents?q=(6S)-5-METHYLTETRAHYDROFOLIC+ACID+FOR+THERAPY+OF+TISSUE+INJURY+&btnG=Search+Patents,0
905,WO2004101771A1,METHOD FOR SELECTING CARDIOMYOGENIC CELLS OR CARDIAC MUSCLE CELLS IN MIXED CELL POPULATIONS ,EP200311019A | WO2004EP5216A,2003,20041117EP1477556A1,"KÜPPER Jan-Heiner,DE | KUHN Anne,DE",EP1477556A1 | WO2004101771A1,,WO2000015821A1 | WO2002051987A1,"HEART BIOSYSTEMS GMBH,DE",EP,http://www.google.com/patents?q=METHOD+FOR+SELECTING+CARDIOMYOGENIC+CELLS+OR+CARDIAC+MUSCLE+CELLS+IN+MIXED+CELL+POPULATIONS+&btnG=Search+Patents,0
